myFlowerExperiment | INFO flwr 2023-10-11 22:09:49,782 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 14:45:42,833 | app.py:218 | app_fit: losses_distributed [(1, 0.4103523890177409), (2, 0.31721871097882587), (3, 0.2840166489283244), (4, 0.2630152255296707), (5, 0.2501748949289322)]
myFlowerExperiment | INFO flwr 2023-10-12 14:45:42,833 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-12 14:45:42,833 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-12 14:45:42,833 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-12 14:45:42,833 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-12 15:00:18,625 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 15:00:18,632 | app.py:168 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-12 15:00:18,632 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:00:18,632 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:00:26,745 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:00:26,745 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:00:26,745 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-12 15:00:32,118 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:00:59,308 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:00:59,337 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:00:59,337 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:03:48,125 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-12 15:05:11,929 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 15:05:11,954 | app.py:168 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-12 15:05:11,955 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:05:11,955 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:05:16,085 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:05:16,085 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:05:16,085 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-12 15:05:20,954 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:06,290 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:06:06,319 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:06,320 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:09,308 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:06:09,309 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:09,309 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:31,913 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:31,960 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:34,627 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:34,628 | server.py:218 | fit_round 3: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:58,450 | server.py:232 | fit_round 3 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:06:58,476 | server.py:168 | evaluate_round 3: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:01,044 | server.py:182 | evaluate_round 3 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:01,045 | server.py:218 | fit_round 4: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:26,263 | server.py:232 | fit_round 4 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:26,290 | server.py:168 | evaluate_round 4: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:28,953 | server.py:182 | evaluate_round 4 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:28,953 | server.py:218 | fit_round 5: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:53,268 | server.py:232 | fit_round 5 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:53,309 | server.py:168 | evaluate_round 5: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:07:55,984 | server.py:182 | evaluate_round 5 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | server.py:147 | FL finished in 159.8988891
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | app.py:218 | app_fit: losses_distributed [(1, 0.4219520290692647), (2, 0.3259163995583852), (3, 0.28500158588091534), (4, 0.26860809326171875), (5, 0.2537144124507904)]
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-12 15:07:55,984 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-12 15:09:28,459 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 15:09:28,465 | app.py:168 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-12 15:09:28,465 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:09:28,465 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:09:39,818 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:09:39,819 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:09:39,819 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-12 15:09:45,196 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:10:12,232 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:10:12,261 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:10:12,262 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:10:15,631 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-12 15:10:53,725 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 15:10:53,749 | app.py:168 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-12 15:10:53,749 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:10:53,749 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:11:06,794 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:11:06,794 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:11:06,794 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-12 15:11:11,551 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:11:56,884 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:11:56,911 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:11:56,911 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:12:16,739 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-12 15:13:11,739 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-12 15:13:11,747 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-12 15:13:11,747 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:13:11,747 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:13:15,454 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-12 15:13:15,454 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-12 15:13:15,454 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-12 15:13:21,198 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:07,510 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:14:07,542 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:07,542 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:10,890 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-12 15:14:10,890 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:10,890 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:37,556 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:37,585 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-12 15:14:40,930 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | server.py:147 | FL finished in 85.47637040000001
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | app.py:218 | app_fit: losses_distributed [(1, 0.410167117913564), (2, 0.3172950545946757)]
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-12 15:14:40,931 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-13 22:18:02,705 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-13 22:18:02,726 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-13 22:18:02,727 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-13 22:18:02,727 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 22:18:21,463 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 22:18:21,463 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-13 22:18:21,463 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-13 22:18:21,463 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 22:19:07,574 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-13 22:19:07,606 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-13 22:19:07,606 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 22:19:11,043 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | DEBUG flwr 2023-10-13 22:20:24,151 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 22:20:55,745 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-13 22:20:55,781 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 22:20:59,685 | server.py:182 | evaluate_round 2 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,685 | server.py:147 | FL finished in 158.22227139999998
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,686 | app.py:218 | app_fit: losses_distributed []
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,686 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,686 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,686 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-13 22:20:59,686 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-13 23:44:39,945 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-13 23:44:39,963 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-13 23:44:39,963 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:44:39,963 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:45:15,194 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:45:15,195 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:45:15,195 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-13 23:45:28,931 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:45:57,578 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-13 23:45:57,662 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-13 23:45:57,662 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:46:01,087 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | DEBUG flwr 2023-10-13 23:51:39,570 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:52:15,712 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-13 23:52:15,782 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:52:21,035 | server.py:182 | evaluate_round 2 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,035 | server.py:147 | FL finished in 425.8405295
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,036 | app.py:218 | app_fit: losses_distributed []
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,036 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,036 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,036 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-13 23:52:21,036 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-13 23:55:12,223 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-13 23:55:12,246 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-13 23:55:12,247 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:55:12,247 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:55:19,884 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:55:19,885 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:55:19,885 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-13 23:55:24,521 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:55:56,075 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-13 23:55:56,162 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-13 23:55:56,163 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:56:01,092 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-13 23:58:40,013 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-13 23:58:40,040 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-13 23:58:40,040 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:58:40,040 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:58:53,612 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-13 23:58:53,613 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-13 23:58:53,613 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-13 23:58:58,497 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:59:32,780 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-13 23:59:32,819 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-13 23:59:32,819 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-13 23:59:37,744 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-14 00:03:09,924 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-14 00:03:09,932 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-14 00:03:09,932 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:03:09,932 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:03:22,749 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:03:22,749 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:03:22,749 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-14 00:03:27,179 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:04:01,298 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:04:01,344 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:04:01,345 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:04:06,711 | server.py:182 | evaluate_round 1 received 0 results and 3 failures
myFlowerExperiment | INFO flwr 2023-10-14 00:04:54,377 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-14 00:04:54,403 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-14 00:04:54,403 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:04:54,403 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:06:07,924 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:06:07,925 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:06:07,925 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-14 00:06:11,476 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:06:43,989 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:06:44,019 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:06:44,020 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:06:47,825 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:06:47,826 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:06:47,827 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:07:15,781 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-14 00:07:15,822 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:07:20,032 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,032 | server.py:147 | FL finished in 72.1076368
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,033 | app.py:218 | app_fit: losses_distributed [(1, 0.38672369718551636), (2, 0.29992640515168506)]
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,033 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,033 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,033 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-14 00:07:20,033 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-14 00:09:20,456 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-14 00:09:20,467 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-14 00:09:20,467 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:09:20,467 | server.py:273 | Requesting initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:15:33,779 | server.py:277 | Received initial parameters from one random client
myFlowerExperiment | INFO flwr 2023-10-14 00:15:33,779 | server.py:88 | Evaluating initial parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:15:33,779 | server.py:101 | FL starting
myFlowerExperiment | DEBUG flwr 2023-10-14 00:15:38,388 | server.py:218 | fit_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:06,813 | server.py:232 | fit_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:16:06,866 | fedmedian.py:156 | No fit_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:06,867 | server.py:168 | evaluate_round 1: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:10,661 | server.py:182 | evaluate_round 1 received 3 results and 0 failures
myFlowerExperiment | WARNING flwr 2023-10-14 00:16:10,661 | fedavg.py:274 | No evaluate_metrics_aggregation_fn provided
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:10,662 | server.py:218 | fit_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:38,481 | server.py:232 | fit_round 2 received 3 results and 0 failures
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:38,514 | server.py:168 | evaluate_round 2: strategy sampled 3 clients (out of 3)
myFlowerExperiment | DEBUG flwr 2023-10-14 00:16:42,590 | server.py:182 | evaluate_round 2 received 3 results and 0 failures
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | server.py:147 | FL finished in 68.81138449999997
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | app.py:218 | app_fit: losses_distributed [(1, 0.4100428322950999), (2, 0.3198427160580953)]
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | app.py:219 | app_fit: metrics_distributed_fit {}
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | app.py:220 | app_fit: metrics_distributed {}
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | app.py:221 | app_fit: losses_centralized []
myFlowerExperiment | INFO flwr 2023-10-14 00:16:42,591 | app.py:222 | app_fit: metrics_centralized {}
myFlowerExperiment | INFO flwr 2023-10-14 00:19:07,311 | app.py:148 | Starting Flower server, config: ServerConfig(num_rounds=2, round_timeout=None)
myFlowerExperiment | INFO flwr 2023-10-14 00:19:07,320 | app.py:168 | Flower ECE: gRPC server running (2 rounds), SSL is disabled
myFlowerExperiment | INFO flwr 2023-10-14 00:19:07,320 | server.py:86 | Initializing global parameters
myFlowerExperiment | INFO flwr 2023-10-14 00:19:07,320 | server.py:273 | Requesting initial parameters from one random client
